Family,Genus,Species,Host_family,Host_name
Cosmopterigidae,ITHOME,Ithome concolorella,Leguminosae (m),Prosopis
Cosmopterigidae,ITHOME,Ithome concolorella,Leguminosae (m),Acacia farnesiana
Cosmopterigidae,ITHOME,Ithome concolorella,Leguminosae (m),Prosopis glandulosa/velutina
Cosmopterigidae,ITHOME,Ithome curvipunctella,Polygonaceae,Coccoloba uvifera
Cosmopterigidae,ITHOME,Ithome curvipunctella,Polygonaceae,Coccoloba uvifera
Cosmopterigidae,ITHOME,Ithome edax,Leguminosae (p),Brya ebenus
Cosmopterigidae,ITHOME,Ithome edax,Leguminosae (m),Pithecellobium ebano
Cosmopterigidae,ITHOME,Ithome lassula,Leguminosae (m),Leucaena
Cosmopterigidae,ITHOME,Ithome lassula,Leguminosae (m),Leucaena leucocephala
Cosmopterigidae,ITHOME,Ithome lassula,Leguminosae (m),Leucaena leucocephala
Cosmopterigidae,ITHOME,Ithome lassula,Leguminosae (m),Leucaena leucocephala
Cosmopterigidae,ITHOME,Ithome spp.,Leguminosae (m),Prosopis
Geometridae,IXALA,Ixala desperaria,Rhamnaceae,Ceanothus fendleri
Lycaenidae,JAMIDES,Jamides alecto,Leguminosae,
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Boesenbergia rotunda
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Curcuma aeruginosa
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides alecto,Leguminosae (p),Pueraria phaseoloides
Lycaenidae,JAMIDES,Jamides alecto,Euphorbiaceae,Hevea
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Alpinia
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Hedychium coronarium
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Zingiber zerumbet
Lycaenidae,JAMIDES,Jamides alecto,Leguminosae (p),Pueraria
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Alpinia zerumbet
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Hedychium coronarium
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Zingiber zerumbet
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Zingiber zerumbet
Lycaenidae,JAMIDES,Jamides alecto,Zingiberaceae,Zingiber odoriferum
Lycaenidae,JAMIDES,Jamides aleuas,Sapindaceae,
Lycaenidae,JAMIDES,Jamides amarauge,Leguminosae,
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae,
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae,
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae,
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae,
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Butea monosperma
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Cajanus
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Canavalia cathartica
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Canavalia rosea
Lycaenidae,JAMIDES,Jamides bochus,Rutaceae,Citrus sinensis
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Crotalaria pallida
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Crotalaria sessiliflora
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Derris
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Derris elliptica
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Derris trifoliata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Derris trifoliata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Flemingia macrophylla
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Macroptilium atropurpureum
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pongamia pinnata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Vigna
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Vigna marina
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Vigna marina
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Vigna mungo
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Vigna unguiculata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (m),Xylia xylocarpa
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (c),Caesalpinia
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Tephrosia candida
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Tephrosia candida
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Butea monosperma
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Canavalia rosea
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Phaseolus
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pongamia pinnata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Crotalaria
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Cajanus cajan
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pongamia pinnata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Canavalia ensiformis
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Canavalia lineata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Crotalaria juncea
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Crotalaria pallida
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Crotalaria verrucosa
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Millettia reticulata
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Pueraria montana
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae (p),Vigna marina
Lycaenidae,JAMIDES,Jamides bochus,Leguminosae,
Lycaenidae,JAMIDES,Jamides caerulea,Leguminosae,
Lycaenidae,JAMIDES,Jamides caerulea,Sapindaceae,Harpullia cupanioides
Lycaenidae,JAMIDES,Jamides caerulea,Leguminosae (c),Saraca
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae,
Lycaenidae,JAMIDES,Jamides celeno,Meliaceae,
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Butea monosperma
Lycaenidae,JAMIDES,Jamides celeno,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides celeno,Sterculiaceae,Theobroma cacao
Lycaenidae,JAMIDES,Jamides celeno,Meliaceae,Trichilia hirta
Lycaenidae,JAMIDES,Jamides celeno,Meliaceae,Trichilia trijuga
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Butea monosperma
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Pongamia pinnata
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Abrus precatorius
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae,
Lycaenidae,JAMIDES,Jamides celeno,Meliaceae,Trichilia hirta
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (c),Saraca thaipingensis
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Pueraria phaseoloides
Lycaenidae,JAMIDES,Jamides celeno,Meliaceae,Melia
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Abrus precatorius
Lycaenidae,JAMIDES,Jamides celeno,Marantaceae,Donax canniformis
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Mucuna pruriens
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Pueraria phaseoloides
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Dolichos rhombifolius
Lycaenidae,JAMIDES,Jamides celeno,Leguminosae (p),Vigna luteola
Lycaenidae,JAMIDES,Jamides cunilda,Sapindaceae,Harpullia cupanioides
Lycaenidae,JAMIDES,Jamides cunilda,Leguminosae (m),Xylia xylocarpa
Lycaenidae,JAMIDES,Jamides cyta,Myrtaceae,
Lycaenidae,JAMIDES,Jamides elpis,Sapindaceae,
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,Boesenbergia rotunda
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides elpis,Zingiberaceae,Elettaria cardamomum
Lycaenidae,JAMIDES,Jamides malaccanus,Leguminosae,
Lycaenidae,JAMIDES,Jamides nemophila,Leguminosae,
Lycaenidae,JAMIDES,Jamides phaseli,Leguminosae,
Lycaenidae,JAMIDES,Jamides phaseli,Leguminosae (p),Canavalia
Lycaenidae,JAMIDES,Jamides phaseli,Leguminosae (p),Dolichos
Lycaenidae,JAMIDES,Jamides pura,Leguminosae,
Lycaenidae,JAMIDES,Jamides pura,Leguminosae (c),Saraca
Lycaenidae,JAMIDES,Jamides purpurata,Leguminosae,
Lycaenidae,JAMIDES,Jamides talinga,Leguminosae,
Lycaenidae,JAMIDES,Jamides talinga,Leguminosae,
Lycaenidae,JAMIDES,Jamides talinga,Sapindaceae,
Zygaenidae,JORDANITA,Jordanita globulariae,Compositae,Centaurea nigra
Zygaenidae,JORDANITA,Jordanita globulariae,Compositae,Centaurea scabiosa
Nymphalidae,JUNONIA,Junonia almana,Acanthaceae,Acanthus
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Acanthus
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Acanthus
Nymphalidae,JUNONIA,Junonia atlites,Amaranthaceae,Achyranthes
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Achyrocline satureioides
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Achyrocline satureioides
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Achyrocline satureioides
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Adhatoda densiflora
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis communis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis communis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis communis
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis fasciculata
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis homalantha
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis maritima
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis maritima
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis maritima
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis pinetorum
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis pinetorum
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis purpurea
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis purpurea
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Agalinis strictifolia
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis strictifolia
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Agalinis tenuifolia
Nymphalidae,JUNONIA,Junonia evarete,Verbenaceae,Aloysia
Nymphalidae,JUNONIA,Junonia almana,Amaranthaceae,Alternanthera philoxeroides
Nymphalidae,JUNONIA,Junonia atlites,Amaranthaceae,Alternanthera philoxeroides
Nymphalidae,JUNONIA,Junonia lemonias,Amaranthaceae,Alternanthera sessilis
Nymphalidae,JUNONIA,Junonia lemonias,Amaranthaceae,Alternanthera sessilis
Nymphalidae,JUNONIA,Junonia atlites,Amaranthaceae,Alternanthera sessilis
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Angelonia
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Angelonia salicariifolia
Nymphalidae,JUNONIA,Junonia orithya,Annonaceae,Annona
Nymphalidae,JUNONIA,Junonia orithya,Annonaceae,Annona senegalensis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia villida,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia villida,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia almana,Scrophulariaceae,Antirrhinum majus
Nymphalidae,JUNONIA,Junonia villida,Compositae,Arctotheca calendula
Nymphalidae,JUNONIA,Junonia stygia,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia stygia,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia genoveva,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia westermanni,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia limnoria,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia limnoria,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia chorimene,Acanthaceae,Asystasia
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Asystasia gangetica
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Asystasia scandens
Nymphalidae,JUNONIA,Junonia chorimene,Acanthaceae,Asystasia schimperi
Nymphalidae,JUNONIA,Junonia westermanni,Acanthaceae,Asystasia schimperi
Nymphalidae,JUNONIA,Junonia coenia,Aucubaceae,Aucuba
Nymphalidae,JUNONIA,Junonia coenia,Aucubaceae,Aucuba
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Aureolaria grandiflora
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Aureolaria grandiflora
Nymphalidae,JUNONIA,Junonia genoveva,Avicenniaceae,Avicennia germinans
Nymphalidae,JUNONIA,Junonia evarete,Avicenniaceae,Avicennia germinans
Nymphalidae,JUNONIA,Junonia evarete,Avicenniaceae,Avicennia germinans
Nymphalidae,JUNONIA,Junonia sp.,Avicenniaceae,Avicennia germinans
Nymphalidae,JUNONIA,Junonia stygia,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia stygia,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia rhadama,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia rhadama,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia westermanni,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia westermanni,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia orithya,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia atlites,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia atlites,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia chorimene,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia chorimene,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia limnoria,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia limnoria,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia almana,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Barleria
Nymphalidae,JUNONIA,Junonia genoveva,Acanthaceae,Barleria cristata
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria cristata
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria cristata
Nymphalidae,JUNONIA,Junonia almana,Acanthaceae,Barleria cristata
Nymphalidae,JUNONIA,Junonia lemonias,Acanthaceae,Barleria cristata
Nymphalidae,JUNONIA,Junonia almana,Acanthaceae,Barleria cristata
Nymphalidae,JUNONIA,Junonia rhadama,Acanthaceae,Barleria lupulina
Nymphalidae,JUNONIA,Junonia rhadama,Acanthaceae,Barleria prionitis
Nymphalidae,JUNONIA,Junonia lemonias,Acanthaceae,Barleria prionitis
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria pungens
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Barleria stuhlmannii
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Barleria stuhlmannii ?
Nymphalidae,JUNONIA,Junonia octavia,Labiatae,Basilicum
Nymphalidae,JUNONIA,Junonia octavia,Labiatae,Basilicum
Nymphalidae,JUNONIA,Junonia hedonia,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia genoveva,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia evarete,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia lemonias,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia hedonia,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia atlites,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia almana,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia sp.,Acanthaceae,Blechum pyramidatum
Nymphalidae,JUNONIA,Junonia evarete,Verbenaceae,Bouchea laetevirens
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Brillantaisia
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Buchnera
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Buchnera americana
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Buchnera americana
Nymphalidae,JUNONIA,Junonia orithya,Scrophulariaceae,Buchnera linearis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Calceolaria tripartita
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Calceolaria tripartita
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Calceolaria tripartita
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Castilleja exserta
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja exserta
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja exserta
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja exserta
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja lacera
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja lacera
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja purpurea
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Castilleja purpurea
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea calcitrapa
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea calcitrapa
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea scabiosa
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea tweediei
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea tweediei
Nymphalidae,JUNONIA,Junonia evarete,Compositae,Centaurea tweediei
Nymphalidae,JUNONIA,Junonia villida,Gentianaceae,Centaurium australe
Nymphalidae,JUNONIA,Junonia villida,Gentianaceae,Centaurium spicatum
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Chaetacanthus setiger
Nymphalidae,JUNONIA,Junonia lemonias,Tiliaceae,Corchorus
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Cymbalaria muralis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Cymbalaria muralis
Nymphalidae,JUNONIA,Junonia evarete,Scrophulariaceae,Cymbalaria muralis
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Cymbalaria muralis
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Cymbalaria muralis
Nymphalidae,JUNONIA,Junonia villida,Thymelaeaceae,Daphne
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Diascia vigilis
Nymphalidae,JUNONIA,Junonia coenia,Scrophulariaceae,Digitalis
Nymphalidae,JUNONIA,Junonia coenia,Acanthaceae,Dyschoriste linearis
Nymphalidae,JUNONIA,Junonia coenia,Acanthaceae,Dyschoriste linearis
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Dyschoriste ovata
Nymphalidae,JUNONIA,Junonia almana,Acanthaceae,Dyschoriste repens
Nymphalidae,JUNONIA,Junonia lemonias,Acanthaceae,Dyschoriste repens
Nymphalidae,JUNONIA,Junonia lemonias,Acanthaceae,Dyschoriste repens
Nymphalidae,JUNONIA,Junonia archesia,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia archesia,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia archesia,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia octavia,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia octavia,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia octavia,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia orithya,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia orithya,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia tugela,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia tugela,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia tugela,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia tugela,Labiatae,Englerastrum
Nymphalidae,JUNONIA,Junonia orithya,Labiatae,Englerastrum scandens
Nymphalidae,JUNONIA,Junonia tugela,Labiatae,Englerastrum scandens
Nymphalidae,JUNONIA,Junonia villida,Compositae,Epaltes australis
Nymphalidae,JUNONIA,Junonia lemonias,Acanthaceae,Eranthemum pulchellum
Nymphalidae,JUNONIA,Junonia stygia,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia terea,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia limnoria,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia oenone,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia westermanni,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia westermanni,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia hierta,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia natalica,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia chorimene,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia chorimene,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia limnoria,Acanthaceae,Eremomastax
Nymphalidae,JUNONIA,Junonia stygia,Acanthaceae,Eremomastax speciosa
Nymphalidae,JUNONIA,Junonia sophia,Acanthaceae,Eremomastax speciosa
